Activation Date,Baseline / Compared,Baseline Filter,Business Segment,Campaign,City,Compared Campaign,Country,Customer ID,Customer Name,Customer Type,Order ID,Product ID,Product Name,Region,Row ID,Signup Date,State,Sub-Category (group),Swipe Date,Discount,Revenue to Charge Ratio,Total Charge,Total Revenue,레코드 수
2013-10-03,,거짓,Private,Cashback Rewards Campaign,Gold Coast,거짓,Australia,CK-12205,Chloris Kastensmidt,Consumer,ID-2013-80314,FUR-BO-10000889,"Safco 3-Shelf Cabinet, Mobile",Oceania,10935,2013-10-03,Queensland,Travel,2013-11-08,0.4,0.00%,205.632,0,1
2013-10-03,,거짓,Commercial ,Cashback Rewards Campaign,Gold Coast,거짓,Australia,CK-12205,Chloris Kastensmidt,Consumer,ID-2013-80314,OFF-AP-10002629,"Cuisinart Stove, White",Oceania,10936,2013-10-03,Queensland,Business Platinum,2013-10-08,0.4,0.00%,1287.432,0,1
2013-10-03,,거짓,Commercial ,Cashback Rewards Campaign,Gold Coast,거짓,Australia,CK-12205,Chloris Kastensmidt,Consumer,ID-2013-80314,OFF-BI-10001135,"Avery Hole Reinforcements, Durable",Oceania,10934,2013-10-03,Queensland,Business Platinum,2013-10-05,0.4,0.00%,7.092,0,1
2013-10-04,Baseline Campaign,참,Private,Compare Cards Campaign,Semarang,거짓,Indonesia,DB-13555,Dorothy Badders,Corporate,IN-2013-61806,FUR-FU-10003540,"Deflect-O Light Bulb, Erganomic",Southeast Asia,7261,2013-10-03,Jawa Tengah,Gold,2013-11-11,0.27,12.25%,38.5659,4.7259,1
2013-10-05,Baseline Campaign,참,Commercial ,Compare Cards Campaign,Changwon,거짓,South Korea,DP-13390,Dennis Pardue,Corporate,ID-2013-57634,OFF-PA-10002514,"Xerox Memo Slips, Premium",North Asia,6271,2013-10-03,Gyeongsangnam,Prestige,2013-11-05,0.5,0.00%,13.53,0,1
2013-10-07,,거짓,Commercial ,Exclusive Offers Campaign,Hamamatsu,거짓,Japan,TH-21550,Tracy Hopkins,Corporate,ID-2013-45524,OFF-AR-10003774,"Stanley Sketch Pad, Fluorescent",North Asia,4003,2013-10-03,Shizuoka,Business Platinum,2013-10-12,0,40.97%,319.83,131.04,1
2013-10-07,,거짓,Commercial ,Exclusive Offers Campaign,Gold Coast,거짓,Australia,MY-17380,Maribeth Yedwab,Corporate,IN-2013-71354,OFF-BI-10000777,"Ibico Binder Covers, Clear",Oceania,2355,2013-10-03,Queensland,Business Platinum,2013-10-28,0.1,11.01%,82.593,9.093,1
2013-10-07,,거짓,Commercial ,Exclusive Offers Campaign,Sydney,거짓,Australia,CC-12610,Corey Catlett,Corporate,IN-2013-51712,OFF-EN-10003231,"Jiffy Business Envelopes, Set of 50",Oceania,7312,2013-10-03,New South Wales,Business Signature,2013-11-22,0.1,9.91%,157.95,15.66,1
2013-10-07,,거짓,Commercial ,Exclusive Offers Campaign,Gold Coast,거짓,Australia,MY-17380,Maribeth Yedwab,Corporate,IN-2013-71354,OFF-ST-10002395,"Rogers Lockers, Single Width",Oceania,2354,2013-10-03,Queensland,Prestige,2013-10-23,0.1,37.77%,1714.365,647.595,1
2013-10-07,,거짓,Investment,Exclusive Offers Campaign,Hamamatsu,거짓,Japan,TH-21550,Tracy Hopkins,Corporate,ID-2013-45524,TEC-CO-10002150,"Canon Fax and Copier, Digital",North Asia,4004,2013-10-03,Shizuoka,Rewards,2013-11-05,0,50.00%,381.96,190.98,1
2013-10-07,,거짓,Investment,Exclusive Offers Campaign,Hamamatsu,거짓,Japan,TH-21550,Tracy Hopkins,Corporate,ID-2013-45524,TEC-PH-10003913,"Samsung Signal Booster, Cordless",North Asia,4005,2013-10-03,Shizuoka,Cash Back,2013-10-27,0,19.00%,697.2,132.45,1
2013-10-08,,거짓,Commercial ,Exclusive Offers Campaign,Bundaberg,거짓,Australia,MS-17710,Maurice Satty,Consumer,IN-2013-41681,OFF-AR-10004780,"Stanley Markers, Blue",Oceania,75,2013-10-03,Queensland,Business Platinum,2013-11-19,0.1,42.19%,59.94,25.29,1
2013-10-04,,거짓,Commercial ,Cashback Rewards Campaign,Brisbane,거짓,Australia,EJ-14155,Eva Jacobs,Consumer,IN-2013-47729,OFF-PA-10004444,"SanDisk Note Cards, Premium",Oceania,2274,2013-10-04,Queensland,Prestige,2013-11-14,0.1,18.88%,56.214,10.614,1
2013-10-04,,거짓,Commercial ,Cashback Rewards Campaign,Brisbane,거짓,Australia,EJ-14155,Eva Jacobs,Consumer,IN-2013-47729,OFF-ST-10004183,"Rogers Trays, Wire Frame",Oceania,2275,2013-10-04,Queensland,Prestige,2013-11-22,0.1,34.43%,54.675,18.825,1
2013-10-04,,거짓,Commercial ,Cashback Rewards Campaign,Brisbane,거짓,Australia,EJ-14155,Eva Jacobs,Consumer,IN-2013-47729,OFF-SU-10003105,"Fiskars Shears, Steel",Oceania,2273,2013-10-04,Queensland,Prestige,2013-11-25,0.1,8.87%,338.688,30.048,1
2013-10-07,Compared Campaign,거짓,Investment,Signup Bonus Campaign,Canberra,참,Australia,JW-16075,Julia West,Consumer,ID-2013-37572,TEC-CO-10001766,"Canon Fax Machine, Digital",Oceania,5257,2013-10-04,Australian Capital Territory,Rewards,2013-11-23,0.4,0.00%,572.454,0,1
2013-10-08,,거짓,Private,Exclusive Offers Campaign,Shuangcheng,거짓,China,PF-19120,Peter Fuller,Consumer,IN-2013-44075,FUR-CH-10000783,"Office Star Executive Leather Armchair, Adjustable",North Asia,5281,2013-10-04,Heilongjiang,Premier Miles,2013-11-06,0,12.00%,2819.52,338.22,1
2013-10-08,,거짓,Private,Exclusive Offers Campaign,Sagamihara,거짓,Japan,BM-11140,Becky Martin,Consumer,IN-2013-52454,FUR-CH-10000694,"Novimex Steel Folding Chair, Red",North Asia,1466,2013-10-04,Kanagawa,Premier Miles,2013-11-18,0,22.00%,246.69,54.27,1
2013-10-08,,거짓,Commercial ,Exclusive Offers Campaign,Beijing,거짓,China,PO-19180,Philisse Overcash,Corporate,IN-2013-23005,OFF-AR-10000851,"Sanford Sketch Pad, Blue",North Asia,5606,2013-10-04,Beijing,Business Platinum,2013-11-18,0,21.97%,90.96,19.98,1
2013-10-08,,거짓,Commercial ,Exclusive Offers Campaign,Sagamihara,거짓,Japan,BM-11140,Becky Martin,Consumer,IN-2013-52454,OFF-FA-10003218,"Advantus Push Pins, Assorted Sizes",North Asia,1467,2013-10-04,Kanagawa,Business Signature,2013-10-30,0,40.91%,166.32,68.04,1
2013-10-08,,거짓,Commercial ,Exclusive Offers Campaign,Sagamihara,거짓,Japan,BM-11140,Becky Martin,Consumer,IN-2013-52454,OFF-FA-10001838,"Stockwell Paper Clips, Metal",North Asia,1469,2013-10-04,Kanagawa,Business Signature,2013-10-14,0,17.79%,133.2,23.7,1
2013-10-08,,거짓,Commercial ,Exclusive Offers Campaign,Sagamihara,거짓,Japan,BM-11140,Becky Martin,Consumer,IN-2013-52454,OFF-SU-10004236,"Stiletto Letter Opener, Steel",North Asia,1468,2013-10-04,Kanagawa,Prestige,2013-11-29,0,32.89%,100.32,33,1
2013-10-09,,거짓,Private,Exclusive Offers Campaign,Wollongong,거짓,Australia,EB-13840,Ellis Ballard,Corporate,ID-2013-36256,FUR-BO-10003206,"Sauder Floating Shelf Set, Pine",Oceania,7756,2013-10-04,New South Wales,Travel,2013-10-19,0.1,0.00%,529.011,0,1
2013-10-09,,거짓,Commercial ,Exclusive Offers Campaign,Bogor,거짓,Indonesia,SW-20275,Scott Williamson,Consumer,IN-2013-16516,OFF-BI-10001286,"Ibico Hole Reinforcements, Durable",Southeast Asia,5545,2013-10-04,Jawa Barat,Business Platinum,2013-12-03,0.17,3.36%,21.1401,0.710100000,1
2013-10-11,,거짓,Private,Exclusive Offers Campaign,Tasikmalaya,거짓,Indonesia,SS-20590,Sonia Sunley,Consumer,ID-2013-18196,FUR-FU-10002699,"Eldon Photo Frame, Erganomic",Southeast Asia,8215,2013-10-04,Jawa Barat,Gold,2013-11-03,0.27,0.00%,165.6516,0,1
2013-10-11,,거짓,Commercial ,Exclusive Offers Campaign,Tasikmalaya,거짓,Indonesia,SS-20590,Sonia Sunley,Consumer,ID-2013-18196,OFF-LA-10002630,"Novimex Legal Exhibit Labels, Laser Printer Compatible",Southeast Asia,8216,2013-10-04,Jawa Barat,Business Signature,2013-10-15,0.47,0.00%,38.8437,0,1
2013-10-11,,거짓,Commercial ,Exclusive Offers Campaign,Ballarat,거짓,Australia,SF-20200,Sarah Foster,Consumer,IN-2013-11420,OFF-LA-10004894,"Hon Shipping Labels, Alphabetical",Oceania,8126,2013-10-06,Victoria,Business Signature,2013-10-30,0.1,38.64%,30.213,11.673,1
2013-10-11,,거짓,Investment,Exclusive Offers Campaign,Bandung,거짓,Indonesia,RP-19270,Rachel Payne,Corporate,ID-2013-40925,TEC-AC-10003895,"Enermax Mouse, Bluetooth",Southeast Asia,1769,2013-10-06,Jawa Barat,Rewards,2013-11-17,0.47,0.00%,42.7074,0,1
2013-10-08,Baseline Campaign,참,Private,Compare Cards Campaign,Dumai,거짓,Indonesia,CC-12685,Craig Carroll,Consumer,IN-2013-43522,FUR-CH-10002207,"Hon Chairmat, Set of Two",Southeast Asia,9962,2013-10-07,Riau,Premier Miles,2013-11-07,0.27,23.26%,126.5382,29.4282,1
2013-10-09,Compared Campaign,거짓,Investment,Signup Bonus Campaign,Geelong,참,Australia,PT-19090,Pete Takahito,Consumer,ID-2013-84717,TEC-MA-10004063,"Okidata Printer, Durable",Oceania,10538,2013-10-07,Victoria,Petrol ,2013-10-23,0.4,0.00%,967.032,0,1
2013-10-11,,거짓,Private,Exclusive Offers Campaign,Lahore,거짓,Pakistan,DC-13285,Debra Catini,Consumer,IN-2013-50025,FUR-CH-10001465,"Hon Swivel Stool, Red",Central Asia,2165,2013-10-07,Punjab,Premier Miles,2013-11-17,0.2,32.49%,392.76,127.62,1
2013-10-11,,거짓,Commercial ,Exclusive Offers Campaign,Surat,거짓,India,NF-18475,Neil Französisch,Corporate,IN-2013-33372,OFF-PA-10000215,"Eaton Parchment Paper, Premium",Central Asia,6072,2013-10-07,Gujarat,Prestige,2013-11-12,0,6.90%,121.23,8.37,1
2013-10-11,,거짓,Commercial ,Exclusive Offers Campaign,Delhi,거짓,India,AD-10180,Alan Dominguez,Corporate,IN-2013-31055,OFF-SU-10001848,"Kleencut Ruler, Easy Grip",Central Asia,3087,2013-10-07,Delhi,Prestige,2013-10-20,0,23.91%,45.54,10.89,1
2013-10-12,Compared Campaign,거짓,Private,Signup Bonus Campaign,Kanpur,참,India,SF-20200,Sarah Foster,Consumer,IN-2013-49857,FUR-CH-10000351,"Novimex Chairmat, Set of Two",Central Asia,5194,2013-10-07,Uttar Pradesh,Premier Miles,2013-10-24,0,36.97%,175.77,64.98,1
2013-10-12,Compared Campaign,거짓,Private,Signup Bonus Campaign,Kanpur,참,India,SF-20200,Sarah Foster,Consumer,IN-2013-49857,FUR-CH-10000258,"Office Star Steel Folding Chair, Red",Central Asia,5195,2013-10-07,Uttar Pradesh,Premier Miles,2013-12-11,0,5.99%,366.84,21.96,1
2013-10-12,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Kanpur,참,India,SF-20200,Sarah Foster,Consumer,IN-2013-49857,OFF-FA-10003604,"Stockwell Paper Clips, Assorted Sizes",Central Asia,5196,2013-10-07,Uttar Pradesh,Business Signature,2013-10-22,0,13.76%,22.68,3.12,1
2013-10-12,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Kanpur,참,India,SF-20200,Sarah Foster,Consumer,IN-2013-49857,OFF-PA-10003731,"Enermax Note Cards, Premium",Central Asia,5192,2013-10-07,Uttar Pradesh,Prestige,2013-12-01,0,39.92%,358.92,143.28,1
2013-10-12,Compared Campaign,거짓,Investment,Signup Bonus Campaign,Kanpur,참,India,SF-20200,Sarah Foster,Consumer,IN-2013-49857,TEC-AC-10003276,"Enermax Router, USB",Central Asia,5193,2013-10-07,Uttar Pradesh,Rewards,2013-10-16,0,29.00%,775.62,224.91,1
2013-10-13,,거짓,Commercial ,Exclusive Offers Campaign,Suzhou,거짓,China,DM-13015,Darrin Martin,Consumer,IN-2013-36732,OFF-LA-10004761,"Avery File Folder Labels, Adjustable",North Asia,4436,2013-10-07,Jiangsu,Business Signature,2013-11-09,0,41.88%,21.06,8.82,1
2013-10-13,,거짓,Commercial ,Exclusive Offers Campaign,Surabaya,거짓,Indonesia,EB-13975,Erica Bern,Corporate,ID-2013-35647,OFF-FA-10004447,"Advantus Rubber Bands, Metal",Southeast Asia,2099,2013-10-07,Jawa Timur,Business Signature,2013-10-22,0.47,0.00%,44.2815,0,1
2013-10-09,Baseline Campaign,참,Private,Compare Cards Campaign,Xining,거짓,China,JB-16045,Julia Barnett,Corporate,IN-2013-44187,FUR-CH-10001415,"Office Star Executive Leather Armchair, Red",North Asia,1357,2013-10-08,Qinghai,Premier Miles,2013-11-23,0,31.00%,2348.4,727.95,1
2013-10-10,Compared Campaign,거짓,Private,Signup Bonus Campaign,Qidong,참,China,MJ-17740,Max Jones,Consumer,IN-2013-34107,FUR-CH-10004082,"Office Star Chairmat, Black",North Asia,1153,2013-10-08,Jiangsu,Premier Miles,2013-11-18,0,35.97%,190.17,68.4,1
2013-10-13,,거짓,Commercial ,Exclusive Offers Campaign,Harbin,거짓,China,CL-12700,Craig Leslie,Corporate,IN-2013-49633,OFF-SU-10002445,"Fiskars Trimmer, High Speed",North Asia,197,2013-10-08,Heilongjiang,Prestige,2013-11-22,0,28.94%,253.8,73.44,1
2013-10-14,,거짓,Private,Exclusive Offers Campaign,Bangkok,거짓,Thailand,CK-12325,Christine Kargatis,Corporate,ID-2013-65852,FUR-BO-10001212,"Safco Classic Bookcase, Mobile",Southeast Asia,8435,2013-10-08,Bangkok,Travel,2013-12-01,0.37,0.00%,555.2442,0,1
2013-10-12,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Port Macquarie,참,Australia,LS-17200,Luke Schmidt,Corporate,IN-2013-86222,OFF-ST-10000378,"Tenex Box, Wire Frame",Oceania,10087,2013-10-09,New South Wales,Prestige,2013-11-19,0,34.87%,62.28,21.72,1
2013-10-12,Compared Campaign,거짓,Investment,Signup Bonus Campaign,Port Macquarie,참,Australia,LS-17200,Luke Schmidt,Corporate,IN-2013-86222,TEC-CO-10003017,"Sharp Ink, Laser",Oceania,10086,2013-10-09,New South Wales,Rewards,2013-12-09,0,1.98%,248.82,4.92,1
2013-10-13,,거짓,Investment,Exclusive Offers Campaign,Sakai,거짓,Japan,TG-21640,Trudy Glocke,Consumer,IN-2013-20548,TEC-AC-10001639,"Belkin Flash Drive, Erganomic",North Asia,3244,2013-10-09,Osaka,Rewards,2013-10-19,0.5,0.00%,139.125,0,1
2013-10-13,,거짓,Investment,Exclusive Offers Campaign,Bandung,거짓,Indonesia,TS-21655,Trudy Schmidt,Consumer,ID-2013-22025,TEC-CO-10000821,"Canon Ink, High-Speed",Southeast Asia,298,2013-10-09,Jawa Barat,Rewards,2013-12-05,0.07,0.00%,675.8775,0,1
2013-10-16,,거짓,Private,Exclusive Offers Campaign,Geraldton,거짓,Australia,KC-16540,Kelly Collister,Consumer,IN-2013-20303,FUR-BO-10001967,"Safco Corner Shelving, Mobile",Oceania,3836,2013-10-09,Western Australia,Travel,2013-11-08,0.1,1.11%,410.346,4.536000000,1
2013-10-16,,거짓,Private,Exclusive Offers Campaign,Geraldton,거짓,Australia,KC-16540,Kelly Collister,Consumer,IN-2013-20303,FUR-CH-10001752,"Harbour Creations Steel Folding Chair, Black",Oceania,3839,2013-10-09,Western Australia,Premier Miles,2013-11-01,0.1,12.21%,171.828,20.988,1
2013-10-16,,거짓,Private,Exclusive Offers Campaign,Geraldton,거짓,Australia,KC-16540,Kelly Collister,Consumer,IN-2013-20303,FUR-FU-10001078,"Advantus Clock, Durable",Oceania,3838,2013-10-09,Western Australia,Gold,2013-10-30,0.1,25.51%,87.156,22.236,1
2013-10-16,,거짓,Commercial ,Exclusive Offers Campaign,Surakarta,거짓,Indonesia,AT-10435,Alyssa Tate,Corporate,IN-2013-74259,OFF-PA-10002479,"Enermax Cards & Envelopes, 8.5 x 11",Southeast Asia,1758,2013-10-09,Jawa Tengah,Prestige,2013-10-31,0.47,1.79%,108.6288,1.948800000,1
2013-10-16,,거짓,Investment,Exclusive Offers Campaign,Geraldton,거짓,Australia,KC-16540,Kelly Collister,Consumer,IN-2013-20303,TEC-CO-10000208,"Brother Wireless Fax, Color",Oceania,3840,2013-10-09,Western Australia,Rewards,2013-12-10,0.1,0.00%,1711.125,0,1
2013-10-16,,거짓,Investment,Exclusive Offers Campaign,Geraldton,거짓,Australia,KC-16540,Kelly Collister,Consumer,IN-2013-20303,TEC-CO-10002379,"Canon Copy Machine, Digital",Oceania,3837,2013-10-09,Western Australia,Rewards,2013-12-11,0.1,2.22%,1649.214,36.624,1
2013-10-13,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Adelaide,참,Australia,CK-12325,Christine Kargatis,Corporate,IN-2013-14759,OFF-SU-10002709,"Fiskars Letter Opener, Easy Grip",Oceania,3056,2013-10-10,South Australia,Prestige,2013-11-26,0.1,34.35%,345.735,118.755,1
2013-10-14,,거짓,Private,Exclusive Offers Campaign,Hobart,거짓,Australia,ML-17755,Max Ludwig,Corporate,IN-2013-28325,FUR-FU-10001640,"Eldon Photo Frame, Black",Oceania,1484,2013-10-10,Tasmania,Gold,2013-12-10,0.4,0.00%,174.33,0,1
2013-10-14,,거짓,Commercial ,Exclusive Offers Campaign,Hobart,거짓,Australia,ML-17755,Max Ludwig,Corporate,IN-2013-28325,OFF-FA-10000197,"Stockwell Push Pins, Metal",Oceania,1483,2013-10-10,Tasmania,Business Signature,2013-11-04,0.4,4.76%,17.388,0.828000000,1
2013-10-14,,거짓,Commercial ,Exclusive Offers Campaign,Hobart,거짓,Australia,ML-17755,Max Ludwig,Corporate,IN-2013-28325,OFF-LA-10002088,"Novimex Round Labels, Laser Printer Compatible",Oceania,1481,2013-10-10,Tasmania,Business Signature,2013-11-27,0.4,11.48%,7.524,0.864,1
2013-10-14,,거짓,Commercial ,Exclusive Offers Campaign,Hobart,거짓,Australia,ML-17755,Max Ludwig,Corporate,IN-2013-28325,OFF-LA-10002806,"Novimex Shipping Labels, 5000 Label Set",Oceania,1482,2013-10-10,Tasmania,Business Signature,2013-11-02,0.4,14.69%,27.288,4.008,1
2013-10-14,,거짓,Commercial ,Exclusive Offers Campaign,Hobart,거짓,Australia,ML-17755,Max Ludwig,Corporate,IN-2013-28325,OFF-SU-10004306,"Kleencut Trimmer, Steel",Oceania,1485,2013-10-10,Tasmania,Prestige,2013-11-09,0.4,0.00%,244.98,0,1
2013-10-15,,거짓,Private,Exclusive Offers Campaign,Bandung,거짓,Indonesia,SC-20800,Stuart Calhoun,Consumer,ID-2013-59566,FUR-CH-10001397,"SAFCO Chairmat, Set of Two",Southeast Asia,3596,2013-10-10,Jawa Barat,Premier Miles,2013-10-25,0.27,10.95%,135.9333,14.8833,1
2013-10-15,,거짓,Commercial ,Exclusive Offers Campaign,Townsville,거짓,Australia,BT-11395,Bill Tyler,Corporate,IN-2013-10405,OFF-AR-10002417,"Boston Sketch Pad, Water Color",Oceania,217,2013-10-10,Queensland,Business Platinum,2013-10-22,0.1,1.06%,139.806,1.476,1
2013-10-15,,거짓,Commercial ,Exclusive Offers Campaign,Bandung,거짓,Indonesia,SC-20800,Stuart Calhoun,Consumer,ID-2013-59566,OFF-EN-10000454,"GlobeWeis Business Envelopes, Set of 50",Southeast Asia,3595,2013-10-10,Jawa Barat,Business Signature,2013-11-09,0.47,0.00%,64.3314,0,1
2013-10-15,,거짓,Commercial ,Exclusive Offers Campaign,Bandung,거짓,Indonesia,SC-20800,Stuart Calhoun,Consumer,ID-2013-59566,OFF-SU-10003629,"Fiskars Letter Opener, High Speed",Southeast Asia,3594,2013-10-10,Jawa Barat,Prestige,2013-11-21,0.47,0.00%,72.4245,0,1
2013-10-16,,거짓,Private,Exclusive Offers Campaign,Bangkok,거짓,Thailand,JS-16030,Joy Smith,Consumer,IN-2013-52566,FUR-BO-10000668,"Sauder Classic Bookcase, Mobile",Southeast Asia,2601,2013-10-10,Bangkok,Travel,2013-12-10,0.37,0.00%,276.2613,0,1
2013-10-16,,거짓,Commercial ,Exclusive Offers Campaign,Bangkok,거짓,Thailand,JS-16030,Joy Smith,Consumer,IN-2013-52566,OFF-BI-10003309,"Wilson Jones Binder Covers, Clear",Southeast Asia,2600,2013-10-10,Bangkok,Business Platinum,2013-12-11,0.17,9.38%,26.5185,2.4885,1
2013-10-16,,거짓,Investment,Exclusive Offers Campaign,Bangkok,거짓,Thailand,JS-16030,Joy Smith,Consumer,IN-2013-52566,TEC-MA-10001711,"Konica Phone, White",Southeast Asia,2602,2013-10-10,Bangkok,Petrol ,2013-12-02,0.17,8.40%,140.436,11.796,1
2013-10-17,,거짓,Investment,Exclusive Offers Campaign,Newcastle,거짓,Australia,MF-18250,Monica Federle,Corporate,IN-2013-48114,TEC-AC-10000596,"Enermax Memory Card, Erganomic",Oceania,455,2013-10-10,New South Wales,Rewards,2013-12-12,0.1,35.53%,201.96,71.76,1
2013-10-17,,거짓,Investment,Exclusive Offers Campaign,Newcastle,거짓,Australia,MF-18250,Monica Federle,Corporate,IN-2013-48114,TEC-AC-10004813,"SanDisk Keyboard, Bluetooth",Oceania,454,2013-10-10,New South Wales,Rewards,2013-12-15,0.1,15.52%,219.996,34.146,1
2013-10-11,,거짓,Private,Cashback Rewards Campaign,Hobart,거짓,Australia,LE-16810,Laurel Elliston,Consumer,ID-2013-18952,FUR-TA-10002487,"Bevis Training Table, with Bottom Storage",Oceania,5833,2013-10-11,Tasmania,Platinum,2013-11-02,0.6,0.00%,401.976,0,1
2013-10-14,Compared Campaign,거짓,Private,Signup Bonus Campaign,Katsushika-ku,참,Japan,MC-17635,Matthew Clasen,Corporate,IN-2013-26750,FUR-FU-10001045,"Eldon Photo Frame, Durable",North Asia,5528,2013-10-11,Tokyo,Gold,2013-11-23,0,50.00%,110.28,55.14,1
2013-10-14,Baseline Campaign,참,Commercial ,Compare Cards Campaign,Shanghai,거짓,China,HD-14785,Harold Dahlen,Corporate,IN-2013-65677,OFF-AP-10002371,"KitchenAid Blender, Silver",North Asia,7964,2013-10-11,Shanghai,Business Platinum,2013-11-30,0,42.97%,395.4,169.92,1
2013-10-14,Baseline Campaign,참,Investment,Compare Cards Campaign,Shanghai,거짓,China,HD-14785,Harold Dahlen,Corporate,IN-2013-65677,TEC-MA-10004502,"Epson Inkjet, Wireless",North Asia,7965,2013-10-11,Shanghai,Petrol ,2013-12-06,0,42.99%,924.66,397.53,1
2013-10-16,,거짓,Private,Exclusive Offers Campaign,Bacoor,거짓,Philippines,EN-13780,Edward Nazzal,Consumer,ID-2013-68498,FUR-CH-10001203,"Novimex Steel Folding Chair, Set of Two",Southeast Asia,5828,2013-10-11,Calabarzon,Premier Miles,2013-10-25,0.25,0.00%,190.08,0,1
2013-10-16,,거짓,Private,Exclusive Offers Campaign,Bacoor,거짓,Philippines,EN-13780,Edward Nazzal,Consumer,ID-2013-68498,FUR-FU-10002665,"Advantus Light Bulb, Erganomic",Southeast Asia,5829,2013-10-11,Calabarzon,Gold,2013-10-20,0.25,18.46%,42.0525,7.7625,1
2013-10-16,,거짓,Commercial ,Exclusive Offers Campaign,Sanya,거짓,China,LT-16765,Larry Tron,Consumer,IN-2013-64214,OFF-EN-10001882,"Jiffy Manila Envelope, with clear poly window",North Asia,5770,2013-10-11,Hainan,Business Signature,2013-10-31,0,48.93%,177.3,86.76,1
2013-10-16,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Bundaberg,참,Australia,HH-15010,Hilary Holden,Corporate,ID-2013-82239,OFF-LA-10002086,"Hon Shipping Labels, 5000 Label Set",Oceania,10738,2013-10-11,Queensland,Business Signature,2013-12-07,0.4,0.00%,14.112,0,1
2013-10-17,,거짓,Commercial ,Exclusive Offers Campaign,Bendigo,거짓,Australia,RR-19315,Ralph Ritter,Consumer,ID-2013-83975,OFF-EN-10000094,"Jiffy Interoffice Envelope, Security-Tint",Oceania,10608,2013-10-11,Victoria,Business Signature,2013-10-31,0.4,0.00%,29.304,0,1
2013-10-17,,거짓,Commercial ,Exclusive Offers Campaign,Bendigo,거짓,Australia,RR-19315,Ralph Ritter,Consumer,ID-2013-83975,OFF-FA-10003015,"Accos Staples, Metal",Oceania,10607,2013-10-11,Victoria,Business Signature,2013-11-17,0.4,0.00%,6.642,0,1
2013-10-17,,거짓,Investment,Exclusive Offers Campaign,Depok,거짓,Indonesia,ZC-21910,Zuschuss Carroll,Consumer,ID-2013-32630,TEC-MA-10002998,"Okidata Receipt Printer, Durable",Southeast Asia,9782,2013-10-11,Jawa Barat,Petrol ,2013-10-18,0.17,0.00%,102.1149,0,1
2013-10-16,,거짓,Commercial ,Exclusive Offers Campaign,Jiutai,거짓,China,BS-11590,Brendan Sweed,Corporate,IN-2013-15046,OFF-AR-10002105,"Boston Highlighters, Fluorescent",North Asia,6683,2013-10-12,Jilin,Business Platinum,2013-11-09,0,10.88%,40.26,4.38,1
2013-10-17,,거짓,Commercial ,Exclusive Offers Campaign,Chennai,거짓,India,GR-14560,Georgia Rosenberg,Corporate,IN-2013-34506,OFF-PA-10000453,"Xerox Cards & Envelopes, 8.5 x 11",Central Asia,5082,2013-10-12,Tamil Nadu,Prestige,2013-11-12,0,34.94%,98.22,34.32,1
2013-10-17,,거짓,Commercial ,Exclusive Offers Campaign,Bandung,거짓,Indonesia,BS-11800,Bryan Spruell,Corporate,IN-2013-28150,OFF-BI-10004140,"Cardinal Index Tab, Clear",Southeast Asia,2738,2013-10-12,Jawa Barat,Business Platinum,2013-11-22,0.17,33.30%,27.888,9.288,1
2013-10-17,Baseline Campaign,참,Private,Compare Cards Campaign,Sunbury,거짓,Australia,AH-10585,Angele Hood,Consumer,ID-2013-29060,FUR-BO-10004541,"Dania Library with Doors, Mobile",Oceania,3400,2013-10-14,Victoria,Travel,2013-11-10,0.1,7.77%,1313.712,102.072,1
2013-10-17,Baseline Campaign,참,Commercial ,Compare Cards Campaign,Sunbury,거짓,Australia,AH-10585,Angele Hood,Consumer,ID-2013-29060,OFF-AR-10003875,"Stanley Highlighters, Easy-Erase",Oceania,3399,2013-10-14,Victoria,Business Platinum,2013-11-26,0.1,0.00%,107.784,0,1
2013-10-17,Baseline Campaign,참,Commercial ,Compare Cards Campaign,Sunbury,거짓,Australia,AH-10585,Angele Hood,Consumer,ID-2013-29060,OFF-SU-10003537,"Kleencut Scissors, Steel",Oceania,3401,2013-10-14,Victoria,Prestige,2013-12-12,0.1,19.93%,156.168,31.128,1
2013-10-18,,거짓,Private,Exclusive Offers Campaign,Suzhou,거짓,China,KD-16615,Ken Dana,Corporate,IN-2013-53063,FUR-CH-10001382,"Office Star Chairmat, Red",North Asia,496,2013-10-14,Anhui,Premier Miles,2013-11-03,0,49.00%,329.1,161.25,1
2013-10-19,,거짓,Investment,Exclusive Offers Campaign,Nagpur,거짓,India,AP-10720,Anne Pryor,Corporate,IN-2013-27772,TEC-AC-10002172,"Memorex Keyboard, Programmable",Central Asia,8165,2013-10-14,Maharashtra,Rewards,2013-11-14,0,13.96%,509.88,71.19,1
2013-10-19,,거짓,Investment,Exclusive Offers Campaign,Singapore,거짓,Singapore,BG-11035,Barry Gonzalez,Consumer,IN-2013-35962,TEC-AC-10004306,"Belkin Keyboard, Bluetooth",Southeast Asia,3247,2013-10-14,Singapore,Rewards,2013-11-17,0,4.97%,251.64,12.51,1
